Bankrupt, Current_Ratio, Quick_Ratio, Total_debt_by_Total_networth, Debt_ratio_Percent, Operating_profit_by_Paidin_capital, Total_Asset_Turnover, Working_Capital_to_Total_Assets, Cash_Flow_to_Total_Assets, Cash_Flow_to_Liability, Current_Liability_to_Current_Assets, Gross_Profit_to_Sales
0,0.010818063,0.006195359,0.00426048,0.093902107,0.098531112,0.095952024,0.797277117,0.643606211,0.459455195,0.027016807,0.603586316
0,0.010814943,0.004560274,0.005478802,0.110771835,0.095453287,0.035982009,0.780335365,0.598452135,0.449141276,0.027024324,0.600367785
0,0.010805583,0.003053075,0.004691817,0.100220697,0.086154673,0.089955022,0.79129114,0.642680534,0.459212108,0.027048344,0.594519866
0,0.010804958,0.004530329,0.003484438,0.081476555,0.095624277,0.125937031,0.78247888,0.640315873,0.458475989,0.027048885,0.603218483
0,0.010795598,0.004413047,0.005944792,0.116516008,0.098246128,0.190404798,0.828203433,0.645565817,0.459846645,0.02707247,0.598384577
0,0.01074942,0.000568942,0.010635698,0.159294978,0.121696224,0.055472264,0.844900801,0.648872952,0.46022727,0.027186719,0.617978461
0,0.010735068,0.002057426,0.016566812,0.191129788,0.096813067,0.077961019,0.845413334,0.631961416,0.45780246,0.027223086,0.609637832
0,0.010708859,0.003958891,0.002237846,0.058016144,0.093930659,0.047976012,0.785476486,0.642512066,0.459099178,0.027287523,0.593567455
0,0.010687642,0.008453038,0.005718637,0.113795084,0.108334555,0.179910045,0.799266558,0.648495307,0.460510356,0.027341637,0.60401088
0,0.010678906,0.001239571,0.011228445,0.163315899,0.102439461,0.07946027,0.861610344,0.666334643,0.462936848,0.02736378,0.608453449
0,0.010645833,0.003175348,0.008775386,0.144995012,0.097407462,0.128935532,0.804820414,0.642115771,0.459131563,0.027447115,0.604070939
0,0.01062524,0.002169093,0.004881496,0.102881156,0.097554025,0.065967016,0.811235029,0.644839798,0.459741829,0.027499069,0.600244877
0,0.010621496,0.00071804,0.011637896,0.165946126,0.119856042,0.110944528,0.867006088,0.646384982,0.4598068,0.027509079,0.60726142
0,0.010607143,0.005285176,0.008039468,0.138495027,0.10484961,0.205397301,0.847582186,0.657724353,0.461991557,0.027544848,0.597078927
0,0.010584054,0.000535255,0.009934433,0.154246153,0.104768186,0.031484258,0.826922952,0.645477813,0.459696052,0.027604655,0.617300354
1,0.010559093,0.004128576,0.008997893,0.146869426,0.099361636,0.058470765,0.846977018,0.637313272,0.458300126,0.027669079,0.604138671
0,0.010529764,0.005364404,0.004894263,0.103062551,0.09814842,0.104947526,0.783273125,0.616647724,0.452856434,0.027744288,0.602571981
0,0.010524772,0.000442303,0.009793998,0.153188016,0.147491328,0.067466267,0.852159129,0.645925282,0.459773406,0.027757802,0.621428444
0,0.010484211,0.005768029,0.003848293,0.08749282,0.095982543,0.061469265,0.80691616,0.641474863,0.458859192,0.027862863,0.603879316
0,0.010484211,0.007587771,0.009169334,0.14826012,0.101446089,0.226386807,0.842992766,0.661522635,0.462470536,0.027863138,0.596391422
0,0.01045613,0.005496658,0.005469683,0.110681138,0.108619538,0.385307346,0.790800395,0.642833553,0.459252658,0.027936384,0.596777979
0,0.010437409,0.006787384,0.005845393,0.115336941,0.100534141,0.134932534,0.802469638,0.641654485,0.458995083,0.027984906,0.60389427
0,0.010436161,0.006854135,0.004079009,0.091150951,0.105028743,0.127436282,0.79592654,0.642674915,0.459204649,0.027989221,0.635717638
0,0.010432417,0.007750594,0.009502184,0.150920579,0.097904148,0.136431784,0.844541199,0.63410746,0.457783959,0.027999258,0.596798372
0,0.010424928,0.003451085,0.0075981,0.134322943,0.094402918,0.058470765,0.831709573,0.650672555,0.460739364,0.028017844,0.593444961
0,0.010394351,0.001363091,0.011085273,0.16234846,0.116941065,0.056971514,0.858790184,0.642747785,0.45924589,0.028098704,0.620029337
0,0.010393727,0.001590169,0.004669019,0.09988814,0.083475825,0.046476762,0.816818395,0.630515014,0.456150939,0.028100943,0.588108946
0,0.010383743,0.000222087,0.010481584,0.158206609,0.114620483,0.043478261,0.855814656,0.634722356,0.457950049,0.028127775,0.617433315
1,0.010373135,0.000361204,0.010006475,0.154760105,0.091031967,0.007496252,0.833433136,0.639675494,0.458738015,0.028156089,0.593962255
0,0.010370638,0.000547732,0.00983777,0.153520573,0.098441546,0.037481259,0.844928812,0.631234196,0.45733086,0.028161848,0.604526132
0,0.010348174,0.000499696,0.007454928,0.132932249,0.091333236,0.019490255,0.838821231,0.634544992,0.457672189,0.028222462,0.594137017
0,0.01034443,0.006879712,0.008309395,0.140943858,0.114343642,0.257871064,0.82716688,0.647430229,0.46008715,0.02823199,0.600644308
0,0.01031198,0.000432321,0.013739866,0.178008888,0.115898839,0.052473763,0.849675432,0.638292043,0.458607311,0.028319778,0.610572593
0,0.010255194,0.005165399,0.003085018,0.07449285,0.103335125,0.152923538,0.780045884,0.651416276,0.462097748,0.028473535,0.600915588
0,0.010243962,0.004020028,0.007794162,0.136197358,0.128714967,0.386806597,0.832528609,0.646500566,0.459941036,0.028504157,0.602626166
0,0.010232105,0.006078077,0.006066078,0.117967168,0.100159591,0.098950525,0.791806796,0.645267107,0.459775879,0.028536565,0.601978775
0,0.010226489,0.007113029,0.003744335,0.0857998,0.09199277,0.091454273,0.790630965,0.658205332,0.463717947,0.028551561,0.595122147
0,0.010167831,0.002924564,0.004697289,0.100311395,0.096153533,0.107946027,0.790265772,0.641222764,0.45884679,0.028713993,0.603464059
0,0.010167207,0.004030633,0.003444314,0.08081144,0.098978944,0.133433283,0.779525499,0.623834784,0.453393747,0.028716245,0.605797503
0,0.010145366,0.005963915,0.001235649,0.035069686,0.109173221,0.065967016,0.769850779,0.643095052,0.459384881,0.028776174,0.611867668
0,0.010125397,0.000615107,0.011312341,0.163860084,0.10756917,0.052473763,0.844924782,0.638311878,0.458554297,0.028831534,0.609553001
0,0.010122901,0.001075501,0.00856838,0.143211295,0.114628625,0.088455772,0.839756588,0.672416575,0.464516424,0.02883861,0.613589605
0,0.010100437,0.006446767,0.005155072,0.10656952,0.095958116,0.145427286,0.791909627,0.656022847,0.462370532,0.028901672,0.600577558
0,0.010084212,0.000487843,0.014019825,0.179460048,0.116143111,0.055472264,0.853783538,0.624934937,0.456705964,0.02894738,0.608817058
0,0.010081716,0.008068752,0.004990014,0.104362548,0.099451203,0.095952024,0.803355858,0.672383016,0.466380784,0.02895447,0.605407816
0,0.010065491,0.00766388,0.012373813,0.170450766,0.10542772,0.101949025,0.840774535,0.73055432,0.472426516,0.028999636,0.599725054
0,0.010053635,0.000646923,0.01167802,0.166187986,0.124993893,0.059970015,0.841875627,0.641613248,0.45907201,0.029033825,0.609693114
0,0.010032418,0.0002826,0.016041547,0.188922816,0.113447978,0.03898051,0.854946692,0.63973472,0.458840787,0.029093741,0.614267655
0,0.01002493,0.000821598,0.007028151,0.128578771,0.103074568,0.034482759,0.828640924,0.65365359,0.461390581,0.029115363,0.613915882
0,0.010020562,0.008503569,0.00370877,0.085225383,0.109384924,0.172413793,0.802441895,0.638951773,0.458109982,0.029128243,0.604952481
0,0.010020562,0.002553379,0.009587904,0.151585694,0.09872653,0.047976012,0.843108934,0.673257672,0.464376556,0.029128267,0.607519567
0,0.010001217,0.007043159,0.004761123,0.101188137,0.11603726,0.152923538,0.79026731,0.65266186,0.461692987,0.029182921,0.607087178
0,0.009996225,0.004372498,0.003302966,0.078362608,0.089419773,0.085457271,0.791976814,0.633731698,0.45635815,0.029197766,0.593998068
0,0.009993729,0.000711802,0.01498737,0.184176316,0.114229648,0.059970015,0.845004628,0.640930035,0.45899623,0.029204136,0.612059495
0,0.00998936,0.001782936,0.010458786,0.158055446,0.090991255,0.077961019,0.836243227,0.695538036,0.467772613,0.029216719,0.628796519
0,0.009986864,0.004780489,0.002527836,0.063911479,0.114425066,0.155922039,0.782680791,0.641913212,0.458884272,0.02922454,0.604642024
0,0.009971888,0.002297604,0.00995176,0.154367083,0.092676731,0.053973013,0.843101168,0.653633057,0.461043731,0.029267708,0.602779078
1,0.00992259,0.006894061,0.01755989,0.195090244,0.110712134,0.109445277,0.812192019,0.674785707,0.463465078,0.029409869,0.604992165
0,0.009913854,0.002614515,0.001439918,0.040118511,0.101845067,0.050974513,0.776311255,0.645378631,0.460718198,0.029435163,0.608219532
0,0.009906365,0.000558961,0.011941564,0.167850772,0.101315811,0.029985007,0.826107954,0.641979598,0.459129756,0.029457268,0.615101097
0,0.009881404,0.006134223,0.009856008,0.153641503,0.100061882,0.190404798,0.841233064,0.630688997,0.457242028,0.029529871,0.596132345
0,0.00987142,0.003418646,0.008824629,0.145418266,0.092823294,0.07946027,0.829956943,0.644147679,0.459487888,0.02955836,0.593705473
0,0.009866428,0.005791735,0.001149928,0.032923179,0.106331526,0.068965517,0.769531932,0.660085182,0.471330475,0.029573146,0.609020365
0,0.009831483,0.008121779,0.017947455,0.196571636,0.097114335,0.202398801,0.840075058,0.665000223,0.462156658,0.029676956,0.611713485
0,0.009816506,0.004257711,0.008912173,0.146143846,0.095103164,0.031484258,0.835881367,0.80199172,0.487000655,0.029720733,0.599735182
0,0.009804026,0.000563952,0.011064299,0.16222753,0.106494374,0.044977511,0.840911536,0.655699145,0.461285687,0.029758605,0.610016413
0,0.009801529,0.005368147,0.008180815,0.139795024,0.107618024,0.139430285,0.829203123,0.653756768,0.461245166,0.02976572,0.600278292
0,0.009781561,0.009891614,0.006985291,0.128125283,0.096300096,0.203898051,0.817582681,0.659138858,0.462483908,0.029825177,0.597850062
0,0.009775321,0.003699374,0.003856501,0.08761375,0.093759669,0.061469265,0.798704008,0.685300955,0.471357366,0.029843579,0.602313697
0,0.009774072,0.009927797,0.001870344,0.050095232,0.093458401,0.007496252,0.775919643,0.642844209,0.459233653,0.029847252,0.589005751
0,0.0097566,0.005149179,0.004096335,0.091392811,0.098042568,0.157421289,0.792894582,0.649927784,0.461191518,0.029900346,0.600701109
0,0.00975036,0.005754928,0.005869103,0.115609033,0.087628446,0.140929535,0.778115712,0.666103393,0.464341731,0.029918535,0.594641021
0,0.009746615,0.002952013,0.009940817,0.154276385,0.091601935,0.092953523,0.833126602,0.656661483,0.461545413,0.029930475,0.593323612
0,0.009745991,0.001432338,0.005582761,0.112102065,0.095591708,0.028485757,0.813694424,0.644808027,0.459697683,0.029932593,0.601717535
0,0.009742871,0.001682498,0.011717233,0.166460078,0.100118879,0.097451274,0.845307274,0.620887882,0.45588881,0.029941721,0.604958456
0,0.009737255,0.000507806,0.009688215,0.152371739,0.094492485,0.016491754,0.834285492,0.631613503,0.457380175,0.029958935,0.613021898
0,0.009732887,0.003635742,0.009431054,0.150376394,0.099752471,0.163418291,0.803686207,0.641359004,0.459008201,0.029971083,0.603144233
0,0.009721655,0.005879072,0.005536253,0.111527648,0.115768561,0.124437781,0.791051041,0.639168466,0.458423084,0.030005592,0.6089389
0,0.009692949,0.00583166,0.01515881,0.184992593,0.130009608,0.232383808,0.825744505,0.676587413,0.463938508,0.030092083,0.615171671
0,0.009691701,0.00097132,0.012444943,0.170843789,0.144633348,0.073463268,0.846517039,0.655356897,0.461135327,0.030096228,0.620055832
1,0.009671109,0.000881487,0.011874082,0.167427518,0.093197844,0.034482759,0.831369914,0.636608854,0.458309124,0.030158981,0.598601109
0,0.009667365,0.000407368,0.011909647,0.167639145,0.104621623,0.097451274,0.843478791,0.644952765,0.4595831,0.030170841,0.605251546
0,0.00965738,0.007304548,0.005278181,0.108202074,0.104784471,0.218890555,0.797005214,0.641553075,0.458953778,0.030201105,0.60173934
0,0.009655508,0.000300067,0.013952343,0.179097258,0.153793541,0.062968516,0.845230572,0.639710211,0.458814105,0.03020681,0.620309649
0,0.009649268,0.007266493,0.008384173,0.141608973,0.107210904,0.097451274,0.772950692,0.663543478,0.462979524,0.030226003,0.603234506
0,0.009640532,0.000487219,0.014420157,0.181455392,0.158939535,0.04197901,0.849196693,0.649157821,0.460153903,0.030253152,0.625478603
0,0.009615571,0.006200974,0.004268687,0.094023037,0.091968342,0,0.80005686,0.766958709,0.492338672,0.030328866,0.617042427
0,0.009613699,0.009239077,0.011094393,0.162408925,0.095013598,0.154422789,0.833419941,0.646457951,0.459829544,0.030334747,0.595395936
0,0.009608082,0.00045166,0.012830684,0.173080993,0.101714788,0.034482759,0.838241948,0.652313979,0.460662116,0.030351867,0.608686874
0,0.009593106,0.003586459,0.004008791,0.090032349,0.094867035,0.094452774,0.797327148,0.639443432,0.458305962,0.030398306,0.600094055
0,0.009501374,0.002255183,0.009610702,0.151767089,0.096601365,0.052473763,0.822180254,0.647089333,0.459973521,0.030686963,0.595497878
0,0.009493262,0.005765533,0.009039842,0.147201983,0.100794698,0.103448276,0.784658594,0.634731523,0.457855458,0.030711116,0.607041508
0,0.009492014,0.000125392,0.009001541,0.146899658,0.103107138,0.019490255,0.826913157,0.643617869,0.459393901,0.030715224,0.610916616
0,0.009477662,0.002771723,0.005563611,0.111860205,0.09366196,0.049475262,0.767475458,0.646006351,0.459969098,0.03076117,0.596964473
0,0.009477662,0.006169782,0.001787359,0.048220818,0.112071914,0.076461769,0.771116702,0.634871429,0.455257376,0.03076037,0.613696313
0,0.009475165,0.008880992,0.00288622,0.070804487,0.113154852,0.128935532,0.780738836,0.637214049,0.457280792,0.030768726,0.622915785
0,0.009467053,0.005635151,0.012091119,0.168757747,0.099426775,0.236881559,0.839852901,0.651777585,0.460615503,0.030794536,0.596514925
1,0.009440844,0.003180339,0.017314584,0.194153037,0.084469197,0.163418291,0.83346571,0.653717036,0.460700342,0.030878826,0.592522538
0,0.00943086,0.008843562,0.009482122,0.150769417,0.117869298,0.16191904,0.826488989,0.631686127,0.457372934,0.030911502,0.601333637
0,0.009425244,0.000398634,0.014926271,0.183904223,0.15218949,0.110944528,0.846303882,0.646308729,0.459745439,0.030927709,0.611464773
0,0.009404027,0.005714378,0.012419409,0.170722859,0.096943345,0.188905547,0.838999048,0.674861176,0.464059946,0.030997643,0.595370361
0,0.009352233,0.000990659,0.014195825,0.18033679,0.129822333,0.068965517,0.841484027,0.656201907,0.461159818,0.031164347,0.617735899
0,0.009349737,0.005665095,0.00390392,0.088399794,0.108928949,0.185907046,0.785224982,0.642840727,0.459249474,0.031172561,0.601749551
0,0.009336632,0.000399258,0.013250166,0.175408894,0.117559887,0.047976012,0.839493877,0.640027174,0.458850873,0.031215092,0.615618426
1,0.009324152,0.003909608,0.016878688,0.192399553,0.063828228,0.335832084,0.835096186,0.636167362,0.458372811,0.03125623,0.585875077
0,0.009318536,0.006739348,0.004130076,0.091936995,0.08811699,0.133433283,0.792269445,0.650966462,0.461463934,0.031274126,0.592498949
0,0.009298567,0.006891565,0.009960879,0.154427548,0.104743759,0.185907046,0.795800311,0.608681769,0.453616027,0.031341476,0.603546643
0,0.009262998,0.006570287,0.012983886,0.173927502,0.117103913,0.203898051,0.836964266,0.700536215,0.46775146,0.031458186,0.598968449
0,0.009245525,0.006446143,0.012137627,0.169029839,0.110117739,0.365817091,0.834063537,0.649294708,0.460237616,0.031515416,0.597026746
0,0.009240533,0.005203453,0.009017044,0.147020588,0.093214129,0.43928036,0.814059608,0.643250049,0.459330051,0.031532452,0.596259442
1,0.009238661,0.00565948,0.017482377,0.194787919,0.030550263,0.236881559,0.824975696,0.538649242,0.44553612,0.031538791,0.590912389
0,0.009231172,0.00046289,0.017981196,0.196692566,0.156456104,0.052473763,0.841676069,0.642847786,0.459263802,0.031564544,0.619360422
0,0.0092293,0.000427955,0.019570669,0.202255344,0.184278665,0.074962519,0.844225421,0.645547222,0.459606871,0.031570973,0.61674865
0,0.00922618,0.001864035,0.012415762,0.170692626,0.096739785,0.070464768,0.834006639,0.622124886,0.456156197,0.031581555,0.608835109
0,0.009221188,0.006952078,0.004318843,0.094778849,0.098702102,0.059970015,0.771865049,0.665555129,0.465260049,0.03159715,0.601569014
0,0.009219316,0.005612692,0.007508732,0.133446201,0.104222646,0.148425787,0.795445436,0.667291058,0.463912239,0.03160373,0.59945237
0,0.009203715,0.004559026,0.005209787,0.107295099,0.102211474,0.085457271,0.778796619,0.645551966,0.459890604,0.031656831,0.604399642
0,0.009198099,0.001101702,0.009535013,0.151192672,0.086195385,0.04197901,0.81604311,0.650198129,0.460500516,0.031674687,0.591552426
1,0.009193731,0.004209675,0.013189068,0.175076337,0.094997313,0.181409295,0.824281066,0.63725266,0.458444398,0.031689425,0.598898568
0,0.009189987,0.002253935,0.013583928,0.177192611,0.162896738,0.271364318,0.835144956,0.619564422,0.455897882,0.031701881,0.603405778
0,0.009186867,0.000983173,0.012233378,0.169604257,0.097594737,0.028485757,0.817444538,0.645506629,0.45966315,0.031713725,0.60901041
0,0.009185619,0.008008864,0.020664059,0.205762312,0.129496637,0.305847076,0.832777576,0.647921104,0.459897771,0.031716865,0.600463608
0,0.009167522,0.008066881,0.009969998,0.154488013,0.083410686,0.203898051,0.815915676,0.695223065,0.467910842,0.031778388,0.595795121
1,0.009163154,0.000429826,0.018807394,0.19965535,0.093205986,0.008995502,0.831230024,0.628464402,0.457414245,0.031793376,0.602228721
1,0.009151922,0.004985733,0.015423267,0.186201893,0.08808442,0.133433283,0.830974402,0.651971979,0.46051956,0.031831414,0.59600615
0,0.009151922,0.00150907,0.009739283,0.152764761,0.092057909,0.028485757,0.812831659,0.649463505,0.460365534,0.031832121,0.595483687
0,0.009150673,0.005826046,0.002904458,0.071167276,0.091536795,0.109445277,0.783128417,0.641083631,0.458633687,0.03183562,0.596911484
0,0.009143809,0.000205867,0.015346666,0.185839103,0.117307473,0.047976012,0.839539817,0.644268601,0.459459193,0.031859439,0.610744092
0,0.009128833,0.000679362,0.016425464,0.190555371,0.116305959,0.061469265,0.834722406,0.644929425,0.459543686,0.03191005,0.607961527
0,0.00910824,0.001077996,0.014004322,0.17936935,0.108342697,0.073463268,0.834460104,0.642945693,0.459276788,0.031981371,0.609247337
0,0.009097632,0.005575262,0.004202117,0.093025365,0.112470891,0.143928036,0.78204296,0.643971705,0.459555289,0.032017075,0.637605477
0,0.009084527,0.005933346,0.001685224,0.045892917,0.101617079,0.088455772,0.767619726,0.639733662,0.457607379,0.032062587,0.608353135
0,0.009070175,0.003827885,0.006235694,0.119932279,0.095876692,0.115442279,0.789417104,0.645890849,0.459899598,0.032111326,0.602521499
0,0.009063934,0.004084283,0.003958635,0.089246304,0.095274154,0.070464768,0.790928956,0.65060025,0.461423945,0.03213287,0.601977769
0,0.00906331,0.000546484,0.017374771,0.194364664,0.124456495,0.07946027,0.837025592,0.664424051,0.462112184,0.03213595,0.60692159
0,0.009060814,0.000122273,0.00801667,0.138283399,0.120523719,0.067466267,0.815119789,0.643066853,0.459299768,0.032142943,0.617813875
1,0.009058318,0.00180477,0.019167601,0.200925114,0.097488886,0.083958021,0.807312944,0.652050576,0.460440327,0.03215348,0.601960023
0,0.00905083,0.004683794,0.00939093,0.150043837,0.10699106,0.191904048,0.819190768,0.633760376,0.457716539,0.032179178,0.59812657
0,0.009043966,0.000479733,0.010938455,0.16138102,0.099369779,0.020989505,0.819578699,0.641756582,0.459088815,0.032201644,0.616369402
0,0.009038349,0.002163479,0.014005234,0.17936935,0.103701532,0.091454273,0.833709603,0.651225689,0.460459125,0.032222032,0.610392835
0,0.009038349,0.001202764,0.011577709,0.165583336,0.110671422,0.050974513,0.826834211,0.635121583,0.458068975,0.032221452,0.616502345
1,0.009034605,0.005021292,0.004482076,0.097197448,0.102561597,0.088455772,0.792863313,0.63468823,0.457145967,0.032234203,0.622592283
0,0.009022125,0.004961403,0.004627071,0.099313723,0.099133649,0.148425787,0.786249726,0.651485396,0.461439525,0.032278865,0.601376373
0,0.009009644,0.003265181,0.003465288,0.08117423,0.11600469,0.16041979,0.775534357,0.645462665,0.460051451,0.032322761,0.604483879
0,0.009008396,0.00255525,0.034941045,0.235541313,0.071457651,0.635682159,0.828582482,0.601940966,0.454791164,0.03232577,0.596439615
0,0.009007772,0.00573746,0.013819203,0.178432143,0.098718387,0.055472264,0.824595273,0.58280756,0.450644533,0.032328244,0.60151533
1,0.008994668,0.006947087,0.004993662,0.104423013,0.083874803,0.031484258,0.777873883,0.58363077,0.444973645,0.032373825,0.58415896
0,0.0089903,0.001023722,0.018697964,0.19929256,0.112259189,0.047976012,0.834862221,0.648841839,0.460036243,0.032389439,0.615129608
0,0.00894537,0.001831596,0.012218787,0.169513559,0.095990685,0.04047976,0.815297912,0.640916986,0.458970809,0.032548915,0.596177955
0,0.00894537,0.006012574,0.010352091,0.157299634,0.108163564,0.205397301,0.820136338,0.682747682,0.465736766,0.032548664,0.598482617
0,0.008944746,0.00413731,0.004011527,0.090092814,0.099451203,0.061469265,0.772780552,0.628299943,0.455211274,0.032550651,0.602408919
1,0.008924777,0.00583478,0.008763531,0.144904314,0.106396665,0.067466267,0.795214058,0.630836609,0.457148895,0.032622873,0.61902087
0,0.008919161,0.000323149,0.015261857,0.18544608,0.105639422,0.04047976,0.831762912,0.64595283,0.459692376,0.032641885,0.612601903
0,0.008913545,0.000159079,0.016749195,0.1918856,0.11199049,0.037481259,0.835815329,0.625495535,0.456943635,0.032662703,0.617696411
0,0.008911673,0.000325021,0.012787824,0.172839133,0.102016057,0.022488756,0.827552604,0.648473114,0.46009532,0.032669336,0.610745182
0,0.008899192,0.006597113,0.01061746,0.159174048,0.102667448,0.247376312,0.819463036,0.689521912,0.466749473,0.032713627,0.598929369
0,0.0088942,0.000921412,0.012922788,0.173594945,0.106331526,0.044977511,0.824566959,0.656859618,0.461328249,0.032731162,0.613203831
0,0.008891704,0.000618226,0.021286898,0.207636726,0.129773479,0.067466267,0.830911815,0.635299869,0.458330182,0.032739601,0.613713082
0,0.008815573,0.002105461,0.016586874,0.191220486,0.095583565,0.044977511,0.812292832,0.64316873,0.459306562,0.033016519,0.594468943
0,0.008814325,0.001051795,0.015148779,0.184932128,0.110150309,0.056971514,0.829961747,0.633537832,0.457972739,0.033021138,0.610261889
0,0.008811829,0.000643803,0.010892859,0.161078695,0.115353298,0.065967016,0.818962858,0.634706801,0.457970417,0.033030435,0.609476767
0,0.008780004,0.006666983,0.008511841,0.142727575,0.121859071,0.256371814,0.799990592,0.642787321,0.459249143,0.033147122,0.603283307
1,0.008746931,0.001552739,0.016080759,0.189104211,0.093507255,0.031484258,0.819314212,0.642255104,0.459183003,0.033269431,0.603460061
0,0.008744434,0.004027514,0.004876025,0.102790459,0.1190988,0.298350825,0.781432705,0.63364113,0.457000774,0.033278508,0.600633493
1,0.008713233,0.005527226,0.006900482,0.127248541,0.096055824,0.166416792,0.803200669,0.637456182,0.458183548,0.033395731,0.599368603
1,0.008703249,0.002089242,0.01805415,0.196964658,0.110614425,0.092953523,0.82267724,0.63456952,0.458184886,0.033432491,0.600903952
0,0.008700753,0.00669256,0.005973062,0.116848565,0.10308271,0.220389805,0.785427201,0.639589148,0.458551614,0.033441832,0.601169105
0,0.008698881,0.004192208,0.016189278,0.189557699,0.140993698,0.112443778,0.828559614,0.646630637,0.459775253,0.033449175,0.615729749
0,0.00868952,0.002523435,0.007954659,0.137708982,0.095787125,0.095952024,0.77839285,0.64815029,0.460238617,0.033483728,0.597866935
0,0.008688272,0.003984469,0.017410336,0.194515827,0.112047486,0.175412294,0.825362787,0.61457451,0.455533636,0.03348878,0.598004262
0,0.008687024,0.006122994,0.008973272,0.146657798,0.115915124,0.265367316,0.802578447,0.653058485,0.461034178,0.033492235,0.601284633
0,0.008680784,0.001018731,0.022247148,0.210387883,0.125189311,0.067466267,0.831631751,0.64984256,0.460119093,0.033515799,0.6152803
0,0.008669552,0.000798516,0.010997729,0.161774042,0.10539515,0.076461769,0.807904376,0.64208975,0.459141875,0.033559179,0.602407843
0,0.008667056,0.00079914,0.009653562,0.152099646,0.094183074,0.031484258,0.806029462,0.642281419,0.459165823,0.033568936,0.603356079
0,0.008648335,0.006064353,0.009531365,0.151162439,0.086635074,0.347826087,0.806558416,0.587480748,0.449920071,0.033638138,0.596497109
0,0.008643967,0.002076141,0.010641169,0.159325211,0.097114335,0.125937031,0.814777146,0.634367168,0.457902203,0.0336556,0.595901438
0,0.008641471,0.000874624,0.018682461,0.199232095,0.109946749,0.035982009,0.825938544,0.621776517,0.456548282,0.033665502,0.613036853
0,0.008640847,0.0005783,0.012785088,0.1728089,0.103791099,0.028485757,0.818577191,0.645886176,0.459712311,0.033668161,0.621350352
0,0.008639599,0.000875872,0.016004158,0.188771654,0.112356897,0.11994003,0.820005243,0.648189089,0.459989043,0.03367167,0.607067758
0,0.008634606,0.007016333,0.00273393,0.0679324,0.098913805,0.101949025,0.769917368,0.613971163,0.448769099,0.033691401,0.600914586
0,0.00863211,0.005098648,0.011979865,0.1680624,0.106364095,0.230884558,0.817648506,0.631293868,0.457504084,0.033701306,0.597617033
0,0.00862899,0.005122978,0.004292397,0.094385827,0.095966258,0.062968516,0.769113889,0.644569792,0.459710253,0.033711602,0.623709203
0,0.008604653,0.005529098,0.004012439,0.090092814,0.105167163,0.109445277,0.7781123,0.639432741,0.458303539,0.03380578,0.602463382
1,0.008594045,0.004303251,0.015226292,0.185294918,0.089452343,0.100449775,0.803379682,0.657269862,0.461258363,0.033845618,0.611823384
0,0.008554107,0.000232692,0.011486517,0.164978686,0.094622763,0.004497751,0.81466426,0.651784843,0.460646426,0.034000597,0.600352821
0,0.008534139,0.005091786,0.009591552,0.151615926,0.127241194,0.298350825,0.797877314,0.678329358,0.465228814,0.034077641,0.60595473
0,0.008524154,0.005827917,0.010899242,0.161108928,0.093352549,0.106446777,0.773373941,0.638306147,0.458541438,0.034115333,0.60154655
0,0.008516042,0.000711178,0.017333735,0.194213502,0.135000896,0.058470765,0.824634147,0.646281464,0.459717353,0.034148118,0.622722032
0,0.008509802,0.00389526,0.006991674,0.128215981,0.091764783,0.082458771,0.769399685,0.66799687,0.464235286,0.034173726,0.594419605
0,0.008489209,0.004084907,0.006815674,0.126341567,0.094549481,0.032983508,0.775440918,0.638103399,0.458305907,0.034252221,0.5961327
0,0.008481721,0.005322607,0.006145414,0.118874142,0.113651538,0.122938531,0.773200226,0.643425083,0.459380016,0.034282255,0.625326635
0,0.008464872,0.005577757,0.003465288,0.081143997,0.092318465,0.044977511,0.776640701,0.641243894,0.458757615,0.034350144,0.60705531
1,0.008464248,0.004795461,0.013273876,0.175529824,0.095502141,0.242878561,0.810300431,0.611322489,0.454664646,0.034351748,0.59655269
1,0.00845364,0.00678676,0.00632871,0.120990416,0.096316381,0.101949025,0.783739293,0.662123401,0.463291551,0.034392501,0.600159989
0,0.008438663,0.000194638,0.010605605,0.159083351,0.106127966,0.04197901,0.80989955,0.648579374,0.460181385,0.034453078,0.616667595
0,0.008432423,0.004081164,0.01778787,0.195966986,0.106689791,0.415292354,0.823580443,0.769488186,0.475851104,0.034477278,0.599411859
0,0.008427431,0.003967001,0.013670561,0.177646098,0.100232872,0.163418291,0.816078427,0.656549332,0.461237791,0.034497326,0.596602585
0,0.008424935,0.003791078,0.019515954,0.202073949,0.120027033,0.484257871,0.822995634,0.677208498,0.463631154,0.03450764,0.600508538
0,0.008413702,0.001292597,0.007458576,0.132962481,0.097692445,0.022488756,0.800029725,0.626251036,0.456088005,0.034553544,0.609028301
0,0.008404342,0.002721192,0.01442654,0.181485624,0.087221327,0.109445277,0.814693748,0.63340167,0.457929395,0.034589545,0.590588647
1,0.00840247,0.002406153,0.002629059,0.065906823,0.102097481,0.023988006,0.772502639,0.621767783,0.451376431,0.034596466,0.616961618
0,0.008397478,0.000698077,0.025663192,0.218943677,0.110207305,0.106446777,0.818119495,0.65409553,0.460586412,0.034617321,0.602444319
0,0.008394982,0.005273947,0.008384173,0.141608973,0.101494944,0.107946027,0.788738947,0.647893276,0.460166662,0.034627252,0.607598364
